Gender,Married,Dependents,Education,Self_Employed,ApplicantIncomeIn10K,LoanAmountinK,Loan_Amount_Term_In_Years,Credit_History,Property_Area,Loan_Status
0,0,0,1,0,0.3762,0.135,1.0112359551,1,0,1
0,0,0,1,0,0.24,0.104,1.0112359551,0,1,0
1,0,0,1,0,2.0233,0.48,1.0112359551,1,0,0
1,1,2,0,0,0.7667,0.185,1.0112359551,0,0,1
0,0,0,1,0,0.2917,0.084,1.0112359551,1,2,1
1,0,0,0,0,0.2927,0.111,1.0112359551,1,2,1
0,0,0,1,0,0.2507,0.056,1.0112359551,1,0,1
1,1,2,1,1,0.5746,0.144,0.2359550562,0,0,1
0,1,0,1,0,0.2473,0.159,1.0112359551,1,0,0
1,1,1,0,0,0.3399,0.111,0.5056179775,1,1,1
1,1,2,1,0,0.3717,0.12,1.0112359551,1,2,1
1,1,0,1,0,0.2058,0.088,1.0112359551,0,1,1
0,0,1,1,0,0.3541,0.112,1.0112359551,0,2,1
1,1,1,1,1,1,0.155,1.0112359551,1,0,0
1,1,0,1,0,0.24,0.115,1.0112359551,1,2,1
1,1,3,1,0,0.4342,0.124,1.0112359551,1,2,1
1,1,2,0,0,0.3601,0,1.0112359551,1,0,1
0,0,0,1,0,0.3166,0.132,1.0112359551,0,0,1
1,1,3,1,0,1.5,0.3,1.0112359551,1,0,1
1,1,1,1,1,0.8666,0.376,1.0112359551,0,0,0
1,0,0,1,0,0.4917,0.13,1.0112359551,0,0,1
1,1,0,1,1,0.5818,0.184,1.0112359551,1,2,1
0,1,0,1,0,0.4333,0.11,1.0112359551,1,1,0
0,0,0,1,0,0.25,0.067,1.0112359551,1,1,1
1,0,1,1,0,0.4384,0.117,1.0112359551,1,1,1
1,0,0,1,0,0.2935,0.098,1.0112359551,1,2,1
1,0,0,1,0,0.2833,0.071,1.0112359551,1,1,1
1,1,0,1,0,6.3337,0.49,0.5056179775,1,1,1
0,1,1,1,1,0.9833,0.182,0.5056179775,1,1,1
1,1,0,1,1,0.5503,0.07,0,1,2,1
1,1,1,1,0,0.525,0.16,1.0112359551,1,0,1
1,1,2,1,1,0.25,0.176,1.0112359551,1,0,1
0,0,3,0,0,0.183,0,1.0112359551,0,1,0
0,0,0,1,0,0.416,0.071,1.0112359551,1,2,1
1,1,3,0,0,0.2647,0.173,1.0112359551,1,0,0
0,0,0,1,0,0.2378,0.046,1.0112359551,1,0,0
1,1,1,0,0,0.4554,0.158,1.0112359551,1,1,1
1,1,3,0,0,0.3173,0.074,1.0112359551,1,2,1
1,1,2,1,0,0.2583,0.125,1.0112359551,1,0,1
1,1,0,1,0,0.2499,0.16,1.0112359551,1,2,1
1,1,0,0,0,0.3523,0.152,1.0112359551,0,0,0
1,1,2,0,0,0.3083,0.126,1.0112359551,1,1,1
1,1,0,1,0,0.6333,0.259,1.0112359551,0,2,1
1,1,0,1,0,0.2625,0.187,1.0112359551,1,0,1
1,1,0,1,0,0.9083,0.228,1.0112359551,1,2,1
1,0,0,1,0,0.875,0.308,1.0112359551,1,0,0
1,1,3,1,0,0.2666,0.095,1.0112359551,1,0,1
0,1,0,1,1,0.55,0.105,1.0112359551,0,0,0
0,1,0,1,0,0.2423,0.13,1.0112359551,1,2,1
0,0,0,1,0,0.3813,0.116,0.5056179775,1,1,1
1,1,2,1,0,0.8333,0.165,1.0112359551,1,0,1
1,1,1,1,0,0.3875,0.067,1.0112359551,1,1,0
1,1,0,0,0,0.3,0.1,1.3483146067,0,1,0
1,1,3,1,0,0.5167,0.2,1.0112359551,1,2,1
0,0,1,1,0,0.4723,0.081,1.0112359551,1,2,0
1,1,2,1,0,0.5,0.236,1.0112359551,1,2,1
1,1,0,1,0,0.475,0.13,1.0112359551,1,1,1
1,1,0,1,0,0.3013,0.095,0.8426966292,0,1,1
1,0,0,1,1,0.6822,0.141,1.0112359551,1,0,1
1,0,0,0,0,0.6216,0.133,1.0112359551,1,0,0
1,0,0,1,0,0.25,0.096,1.3483146067,1,2,0
1,0,0,1,0,0.5124,0.124,0,0,0,0
1,1,1,1,0,0.6325,0.175,1.0112359551,1,2,1
1,1,0,1,0,1.973,0.57,1.0112359551,1,0,0
0,0,0,1,1,1.5759,0.055,1.0112359551,1,2,1
1,1,2,1,0,0.5185,0.155,1.0112359551,1,2,1
1,1,2,1,1,0.9323,0.38,0.8426966292,1,0,1
1,0,1,1,0,0.3062,0.111,0.5056179775,0,1,0
0,0,0,1,0,0.2764,0.11,1.0112359551,1,1,1
1,1,0,1,0,0.4817,0.12,0.5056179775,1,1,1
1,1,3,1,0,0.875,0.13,1.0112359551,1,0,1
1,1,0,1,0,0.431,0.13,1.0112359551,0,2,1
1,0,0,1,0,0.3069,0.071,1.3483146067,1,1,0
1,1,2,1,0,0.5391,0.13,1.0112359551,1,1,1
1,1,0,1,0,0.3333,0.128,1.0112359551,1,2,1
1,0,0,1,0,0.5941,0.296,1.0112359551,1,2,1
0,0,0,1,0,0.6,0.156,1.0112359551,1,1,1
1,0,0,1,1,0.7167,0.128,1.0112359551,1,1,1
1,1,2,1,0,0.4566,0.1,1.0112359551,1,1,0
1,0,1,1,0,0.3667,0.113,0.5056179775,1,1,1
1,0,0,0,0,0.2346,0.132,1.0112359551,1,2,1
1,1,0,0,0,0.301,0,1.0112359551,0,1,0
1,1,0,1,0,0.2333,0.136,1.0112359551,1,1,1
1,1,0,1,0,0.5488,0.125,1.0112359551,1,0,1
1,0,3,1,0,0.9167,0.185,1.0112359551,1,0,1
1,1,3,1,0,0.9504,0.275,1.0112359551,1,0,1
1,1,0,1,0,0.2583,0.12,1.0112359551,0,1,1
1,1,2,0,0,0.1993,0.113,0.5056179775,1,2,1
1,1,2,1,0,0.31,0.113,1.0112359551,1,1,1
1,1,2,1,0,0.3276,0.135,1.0112359551,0,2,1
0,0,0,1,0,0.318,0.071,1.0112359551,0,1,0
1,1,0,1,0,0.3033,0.095,1.0112359551,1,1,1
1,0,0,0,0,0.3902,0.109,1.0112359551,1,0,1
0,0,0,1,0,0.15,0.103,1.0112359551,0,2,0
1,1,2,0,0,0.2889,0.045,0.5056179775,0,1,0
1,0,0,0,0,0.2755,0.065,0.8426966292,1,0,0
1,0,0,1,0,0.25,0.103,1.0112359551,1,2,1
0,0,0,0,0,0.1963,0.053,1.0112359551,1,2,1
0,0,0,1,1,0.7441,0.194,1.0112359551,1,0,0
0,0,0,1,0,0.4547,0.115,1.0112359551,1,2,1
1,1,0,0,0,0.2167,0.115,1.0112359551,1,1,1
0,0,0,0,0,0.2213,0.066,1.0112359551,1,0,1
1,1,1,1,0,0.83,0.152,0.8426966292,0,2,0
1,1,3,1,0,8.1,0.36,1.0112359551,0,0,0
0,0,1,0,1,0.3867,0.062,1.0112359551,1,2,0
1,1,0,1,0,0.6256,0.16,1.0112359551,0,1,1
1,1,0,0,0,0.6096,0.218,1.0112359551,0,0,0
1,1,0,0,0,0.2253,0.11,1.0112359551,1,0,1
0,1,0,0,0,0.2149,0.178,1.0112359551,0,2,0
0,0,0,1,0,0.2995,0.06,1.0112359551,1,1,1
0,0,1,1,0,0.26,0.16,1.0112359551,1,1,0
1,1,2,1,1,0.16,0.239,1.0112359551,1,1,0
1,1,0,1,0,0.1025,0.112,1.0112359551,1,0,1
1,1,0,1,0,0.3246,0.138,1.0112359551,1,2,1
1,1,0,1,0,0.5829,0.138,1.0112359551,1,0,1
0,0,0,0,0,0.272,0.08,0,0,1,0
1,1,0,1,0,0.182,0.1,1.0112359551,1,1,1
1,1,1,1,0,0.725,0.11,0,0,1,0
1,1,0,1,0,1.488,0.096,1.0112359551,1,2,1
1,1,0,1,0,0.2666,0.121,1.0112359551,1,0,1
0,0,1,0,0,0.4606,0.081,1.0112359551,1,0,0
1,1,2,1,0,0.5935,0.133,1.0112359551,1,2,1
1,1,0,1,0,0.292,0.087,1.0112359551,1,0,1
1,0,0,0,0,0.2717,0.06,0.5056179775,1,1,1
0,0,1,1,1,0.8624,0.15,1.0112359551,1,2,1
1,0,0,1,0,0.65,0.105,1.0112359551,0,0,0
1,0,0,1,0,1.2876,0.405,1.0112359551,1,2,1
1,1,0,1,0,0.2425,0.143,1.0112359551,1,2,1
1,0,0,1,0,0.375,0.1,1.0112359551,1,1,1
0,0,0,1,0,1.0047,0,0.6741573034,1,2,1
1,0,0,1,0,0.1926,0.05,1.0112359551,1,2,1
1,1,0,1,0,0.2213,0,1.0112359551,1,1,1
1,0,0,1,1,1.0416,0.187,1.0112359551,0,1,0
0,1,0,0,1,0.7142,0.138,1.0112359551,1,0,1
1,0,0,1,0,0.366,0.187,1.0112359551,1,2,1
1,1,0,1,0,0.7901,0.18,1.0112359551,1,0,1
1,0,3,0,0,0.4707,0.148,1.0112359551,1,2,1
1,0,1,1,0,3.7719,0.152,1.0112359551,1,2,1
1,1,0,1,0,0.7333,0.175,0.8426966292,0,0,1
1,1,1,1,1,0.3466,0.13,1.0112359551,1,0,1
1,1,2,0,0,0.4652,0.11,1.0112359551,1,0,1
1,1,0,1,0,0.3539,0.055,1.0112359551,1,0,0
1,1,2,1,0,0.334,0.15,1.0112359551,0,0,0
1,0,1,0,1,0.2769,0.19,1.0112359551,0,2,0
1,1,2,0,0,0.2309,0.125,1.0112359551,0,0,0
1,1,2,0,0,0.1958,0.06,0.8426966292,0,1,1
1,1,0,1,0,0.3948,0.149,1.0112359551,0,0,0
1,1,0,1,0,0.2483,0.09,0.5056179775,0,0,1
1,0,0,1,1,0.7085,0.084,1.0112359551,1,2,1
1,1,2,1,0,0.3859,0.096,1.0112359551,1,2,1
1,1,0,1,0,0.4301,0.118,1.0112359551,1,1,1
1,1,0,1,0,0.3708,0.173,1.0112359551,1,1,0
1,0,2,1,0,0.4354,0.136,1.0112359551,1,0,1
1,1,0,1,0,0.8334,0.16,1.0112359551,1,2,0
0,1,0,1,1,0.2083,0.16,1.0112359551,0,2,1
1,1,3,1,0,0.774,0.128,0.5056179775,1,1,1
1,1,0,1,0,0.3015,0.153,1.0112359551,1,0,1
0,0,1,0,0,0.5191,0.132,1.0112359551,1,2,1
1,0,0,1,0,0.4166,0.098,1.0112359551,0,2,0
1,0,0,1,0,0.6,0.14,1.0112359551,1,0,1
1,1,3,0,0,0.2947,0.07,0.5056179775,0,1,0
0,1,0,1,0,1.6692,0.11,1.0112359551,1,2,1
0,1,2,0,0,0.021,0.098,1.0112359551,1,2,1
1,1,0,1,0,0.4333,0.11,1.0112359551,1,1,0
1,1,1,1,1,0.345,0.162,1.0112359551,1,2,1
1,1,1,0,0,0.2653,0.113,0.5056179775,0,0,0
1,1,3,1,0,0.4691,0.1,1.0112359551,1,2,1
0,0,0,1,1,0.25,0.093,1.0112359551,0,1,1
1,0,2,1,0,0.5532,0.162,1.0112359551,1,0,1
1,1,2,1,1,1.6525,0.15,1.0112359551,1,0,1
1,1,2,1,0,0.67,0.23,0.8426966292,1,2,1
0,1,2,1,0,0.2873,0.132,1.0112359551,0,2,0
1,1,1,1,1,1.6667,0.086,1.0112359551,1,2,1
1,1,2,1,0,0.2947,0,1.0112359551,1,1,0
0,0,0,0,0,0.435,0.154,1.0112359551,1,0,1
1,1,3,0,0,0.3095,0.113,1.0112359551,1,0,1
1,1,0,1,0,0.2083,0.128,1.0112359551,1,2,1
1,1,0,1,0,1.0833,0.234,1.0112359551,1,2,1
1,1,2,1,0,0.8333,0.246,1.0112359551,1,2,1
1,1,1,0,0,0.1958,0.131,1.0112359551,1,0,1
1,0,2,1,0,0.3547,0.08,1.0112359551,0,0,0
1,1,1,1,0,1.8333,0.5,1.0112359551,1,1,0
1,1,2,1,1,0.4583,0.16,1.0112359551,1,2,1
1,0,0,1,0,0.2435,0.075,1.0112359551,1,1,0
1,0,0,0,0,0.2699,0.096,1.0112359551,0,2,1
1,1,1,0,0,0.5333,0.186,1.0112359551,0,1,1
1,0,0,0,0,0.3691,0.11,1.0112359551,1,0,1
0,0,0,0,1,1.7263,0.225,1.0112359551,1,2,1
1,1,0,1,0,0.3597,0.119,1.0112359551,0,0,0
0,1,1,1,0,0.3326,0.105,0.2359550562,1,2,1
1,1,0,0,0,0.26,0.107,1.0112359551,1,0,1
1,1,0,1,0,0.4625,0.111,0.0337078652,0,1,1
1,1,1,1,1,0.2895,0.095,1.0112359551,1,2,1
1,0,0,1,0,0.6283,0.209,1.0112359551,0,0,0
0,0,0,1,0,0.0645,0.113,1.3483146067,1,0,1
0,0,0,1,0,0.3159,0.1,1.0112359551,1,2,1
1,1,2,1,0,0.4865,0.208,1.0112359551,1,2,1
1,1,1,0,0,0.405,0.138,1.0112359551,0,0,0
1,1,0,0,0,0.3814,0.124,0.8426966292,1,2,1
1,1,2,1,0,0.351,0.243,1.0112359551,1,0,1
1,1,0,1,0,2.0833,0.48,1.0112359551,0,1,1
0,0,0,1,0,0.3583,0.096,1.0112359551,1,1,0
1,1,0,1,1,0.2479,0.188,1.0112359551,1,1,1
0,0,1,1,0,1.3262,0.04,1.0112359551,1,1,1
1,0,0,0,0,0.3598,0.1,1.0112359551,1,0,0
1,1,1,1,0,0.6065,0.25,1.0112359551,1,2,1
1,1,2,1,0,0.3283,0.148,1.0112359551,1,1,1
1,1,0,1,0,0.213,0.07,0.5056179775,1,2,0
1,0,0,1,0,0.5815,0.311,1.0112359551,1,0,0
1,1,3,1,0,0.3466,0.15,1.0112359551,1,0,1
0,1,2,1,0,0.2031,0.113,1.3483146067,1,2,1
1,1,0,0,0,0.3074,0.123,1.0112359551,0,2,0
1,0,0,1,0,0.4683,0.185,1.0112359551,1,2,0
0,0,0,0,0,0.34,0.095,1.0112359551,1,0,0
1,1,2,0,0,0.2192,0.045,1.0112359551,1,2,1
1,0,0,1,0,0.25,0.055,1.0112359551,1,2,1
1,1,3,1,1,0.5677,0.1,1.0112359551,1,0,1
1,1,2,1,1,0.7948,0.48,1.0112359551,1,0,1
1,0,0,1,0,0.468,0,1.0112359551,1,2,0
1,1,2,1,1,1.75,0.4,1.0112359551,1,0,1
1,1,0,1,0,0.3775,0.11,1.0112359551,1,2,1
1,1,1,0,0,0.5285,0.161,1.0112359551,0,2,1
1,0,1,0,0,0.2679,0.094,1.0112359551,1,2,1
1,0,0,0,0,0.6783,0.13,1.0112359551,1,2,1
1,1,0,1,0,0.1025,0.216,1.0112359551,0,0,1
1,1,3,1,0,0.4281,0.1,1.0112359551,1,1,1
1,0,2,1,0,0.3588,0.11,1.0112359551,0,0,0
1,0,1,1,0,1.125,0.196,1.0112359551,0,2,0
0,0,0,0,1,1.8165,0.125,1.0112359551,1,1,1
1,0,0,0,0,0.255,0.126,1.0112359551,1,0,1
1,1,0,1,0,0.6133,0.324,1.0112359551,1,1,1
1,0,2,1,0,0.3617,0.107,1.0112359551,1,2,1
1,1,0,0,0,0.2917,0.066,1.0112359551,1,0,0
1,1,3,1,0,0.6417,0.157,0.5056179775,1,0,1
0,1,1,1,0,0.4608,0.14,0.5056179775,1,2,1
0,0,0,1,0,0.2138,0.099,1.0112359551,0,2,0
0,0,1,1,0,0.3652,0.095,1.0112359551,1,2,1
1,1,1,0,0,0.2239,0.128,1.0112359551,1,1,1
0,1,0,0,0,0.3017,0.102,1.0112359551,0,2,1
1,1,0,1,0,0.2768,0.155,1.0112359551,1,0,1
1,0,0,0,0,0.3358,0.08,0.1011235955,1,2,0
1,0,0,1,0,0.2526,0.145,1.0112359551,1,0,1
0,0,0,1,0,0.5,0.103,1.0112359551,0,2,0
1,1,0,1,0,0.2785,0.11,1.0112359551,1,0,1
1,1,2,1,1,0.6633,0,1.0112359551,0,0,0
1,1,1,0,0,0.2492,0,1.0112359551,1,0,1
1,1,1,1,0,0.3333,0.158,1.0112359551,1,1,1
1,1,0,0,0,0.2454,0.181,1.0112359551,0,1,0
1,1,0,1,0,0.3593,0.132,0.5056179775,0,0,0
1,1,1,1,0,0.5468,0.026,1.0112359551,1,2,1
0,0,0,1,0,0.2667,0.084,1.0112359551,0,1,1
1,1,3,1,1,1.0139,0.26,1.0112359551,1,2,1
1,1,0,1,0,0.3887,0.162,1.0112359551,1,2,1
0,1,0,1,0,0.418,0.182,1.0112359551,1,2,1
1,1,2,0,0,0.3675,0.108,1.0112359551,1,2,1
0,1,1,1,1,1.9484,0.6,1.0112359551,1,2,1
1,1,0,1,0,0.5923,0.211,1.0112359551,1,0,1
1,0,0,0,1,0.58,0.132,1.0112359551,1,2,1
1,1,2,1,0,0.8799,0.258,1.0112359551,0,1,0
1,1,0,0,0,0.4467,0.12,1.0112359551,0,0,1
1,0,0,1,0,0.3333,0.07,1.0112359551,1,1,1
1,1,3,1,0,0.34,0.123,1.0112359551,0,0,0
0,0,0,1,0,0.2378,0.009,1.0112359551,1,1,0
1,1,0,1,0,0.3166,0.104,1.0112359551,0,1,0
1,1,1,1,0,0.3417,0.186,1.0112359551,1,1,1
1,1,0,1,0,0.5116,0.165,1.0112359551,0,1,0
1,1,2,1,0,1.6666,0.275,1.0112359551,1,1,1
1,1,2,0,0,0.6125,0.187,1.3483146067,1,2,0
1,1,3,1,0,0.6406,0.15,1.0112359551,1,2,0
1,1,2,1,0,0.3159,0.108,0.2359550562,1,1,1
0,1,0,1,0,0.3087,0.136,1.0112359551,0,2,0
1,0,0,1,0,0.3229,0.11,1.0112359551,1,1,1
1,1,1,1,0,0.1782,0.107,1.0112359551,1,0,1
1,0,0,1,0,0.3182,0.161,1.0112359551,1,1,1
1,1,2,1,0,0.654,0.205,1.0112359551,1,2,1
1,0,0,1,0,0.1836,0.09,1.0112359551,1,1,0
0,1,0,1,0,0.3166,0.036,1.0112359551,1,2,1
1,1,1,1,0,0.188,0.061,1.0112359551,0,0,0
1,1,1,1,0,0.2787,0.146,1.0112359551,0,0,0
1,1,1,1,0,0.4283,0.172,0.2359550562,1,0,0
1,1,0,1,0,0.2297,0.104,1.0112359551,1,1,1
0,0,0,0,0,0.2165,0.07,1.0112359551,1,2,1
0,0,0,1,0,0.475,0.094,1.0112359551,1,2,1
1,1,2,1,1,0.2726,0.106,1.0112359551,0,2,0
1,1,0,1,0,0.3,0.056,0.5056179775,1,2,1
1,1,2,1,1,0.6,0.205,0.6741573034,1,2,0
0,0,3,1,1,0.9357,0.292,1.0112359551,1,2,1
1,1,0,1,0,0.3859,0.142,0.5056179775,1,0,1
1,1,0,1,1,1.612,0.26,1.0112359551,1,1,1
1,0,0,0,0,0.3833,0.11,1.0112359551,1,0,1
1,1,2,0,1,0.6383,0.187,1.0112359551,1,0,0
1,0,0,1,0,0.2987,0.088,1.0112359551,0,2,0
1,1,0,1,1,0.9963,0.18,1.0112359551,1,0,1
1,1,2,1,0,0.578,0.192,1.0112359551,1,1,1
0,0,3,1,0,0.0416,0.35,0.5056179775,0,1,0
1,1,0,0,0,0.2894,0.155,1.0112359551,1,0,1
1,1,3,1,0,0.5703,0.128,1.0112359551,1,1,1
1,0,0,1,0,0.3676,0.172,1.0112359551,1,0,1
0,1,1,1,0,1.2,0.496,1.0112359551,1,2,1
1,1,0,0,0,0.24,0,0.5056179775,1,1,0
1,1,1,1,0,0.34,0.173,1.0112359551,1,2,1
1,1,2,0,0,0.3987,0.157,1.0112359551,1,0,1
1,1,0,1,0,0.3232,0.108,1.0112359551,1,0,1
0,0,0,1,0,0.29,0.071,1.0112359551,1,0,1
1,1,3,1,0,0.4106,0.04,0.5056179775,1,0,1
1,1,1,1,0,0.8072,0.253,1.0112359551,1,1,1
1,1,2,1,0,0.7583,0.187,1.0112359551,1,1,1
0,0,0,1,1,0.4583,0.133,1.0112359551,0,2,0
